Type,Name,Description,File,Module/Class,Line Number,Severity
Structural,High Number of Methods (NOM),Class 'tensorflow.python.kernel_tests.slice_op_test.SliceTest' has 23 methods (excluding special methods and properties),/Users/polguillou/Desktop/DMU-Work/architectural-smells-llm/tensorflow/0.5.0/tensorflow/python/kernel_tests/slice_op_test.py,tensorflow.python.kernel_tests.slice_op_test.SliceTest,,High
Structural,High Number of Methods (NOM),Class 'tensorflow.python.kernel_tests.concat_op_test.ConcatOpTest' has 17 methods (excluding special methods and properties),/Users/polguillou/Desktop/DMU-Work/architectural-smells-llm/tensorflow/0.5.0/tensorflow/python/kernel_tests/concat_op_test.py,tensorflow.python.kernel_tests.concat_op_test.ConcatOpTest,,High
Structural,High Number of Methods (NOM),Class 'tensorflow.python.kernel_tests.decode_csv_op_test.DecodeCSVOpTest' has 14 methods (excluding special methods and properties),/Users/polguillou/Desktop/DMU-Work/architectural-smells-llm/tensorflow/0.5.0/tensorflow/python/kernel_tests/decode_csv_op_test.py,tensorflow.python.kernel_tests.decode_csv_op_test.DecodeCSVOpTest,,Medium
Structural,High Number of Methods (NOM),Class 'tensorflow.python.kernel_tests.transpose_op_test.TransposeTest' has 20 methods (excluding special methods and properties),/Users/polguillou/Desktop/DMU-Work/architectural-smells-llm/tensorflow/0.5.0/tensorflow/python/kernel_tests/transpose_op_test.py,tensorflow.python.kernel_tests.transpose_op_test.TransposeTest,,High
Structural,High Number of Methods (NOM),Class 'tensorflow.python.kernel_tests.listdiff_op_test.ListDiffTest' has 11 methods (excluding special methods and properties),/Users/polguillou/Desktop/DMU-Work/architectural-smells-llm/tensorflow/0.5.0/tensorflow/python/kernel_tests/listdiff_op_test.py,tensorflow.python.kernel_tests.listdiff_op_test.ListDiffTest,,Medium
Structural,High Number of Methods (NOM),Class 'tensorflow.python.kernel_tests.clip_ops_test.ClipTest' has 13 methods (excluding special methods and properties),/Users/polguillou/Desktop/DMU-Work/architectural-smells-llm/tensorflow/0.5.0/tensorflow/python/kernel_tests/clip_ops_test.py,tensorflow.python.kernel_tests.clip_ops_test.ClipTest,,Medium
Structural,High Number of Methods (NOM),Class 'tensorflow.python.kernel_tests.sparse_concat_op_test.SparseConcatTest' has 16 methods (excluding special methods and properties),/Users/polguillou/Desktop/DMU-Work/architectural-smells-llm/tensorflow/0.5.0/tensorflow/python/kernel_tests/sparse_concat_op_test.py,tensorflow.python.kernel_tests.sparse_concat_op_test.SparseConcatTest,,High
Structural,High Number of Methods (NOM),Class 'tensorflow.python.kernel_tests.pad_op_test.PadOpTest' has 16 methods (excluding special methods and properties),/Users/polguillou/Desktop/DMU-Work/architectural-smells-llm/tensorflow/0.5.0/tensorflow/python/kernel_tests/pad_op_test.py,tensorflow.python.kernel_tests.pad_op_test.PadOpTest,,High
Structural,High Number of Methods (NOM),Class 'tensorflow.python.kernel_tests.sparse_to_dense_op_py_test.SparseToDenseTest' has 13 methods (excluding special methods and properties),/Users/polguillou/Desktop/DMU-Work/architectural-smells-llm/tensorflow/0.5.0/tensorflow/python/kernel_tests/sparse_to_dense_op_py_test.py,tensorflow.python.kernel_tests.sparse_to_dense_op_py_test.SparseToDenseTest,,Medium
Structural,High Number of Methods (NOM),Class 'tensorflow.python.kernel_tests.control_flow_ops_py_test.ControlFlowTest' has 73 methods (excluding special methods and properties),/Users/polguillou/Desktop/DMU-Work/architectural-smells-llm/tensorflow/0.5.0/tensorflow/python/kernel_tests/control_flow_ops_py_test.py,tensorflow.python.kernel_tests.control_flow_ops_py_test.ControlFlowTest,,High
Structural,High Number of Methods (NOM),Class 'tensorflow.python.kernel_tests.split_op_test.SplitOpTest' has 14 methods (excluding special methods and properties),/Users/polguillou/Desktop/DMU-Work/architectural-smells-llm/tensorflow/0.5.0/tensorflow/python/kernel_tests/split_op_test.py,tensorflow.python.kernel_tests.split_op_test.SplitOpTest,,Medium
Structural,High Number of Methods (NOM),Class 'tensorflow.python.training.optimizer.Optimizer' has 14 methods (excluding special methods and properties),/Users/polguillou/Desktop/DMU-Work/architectural-smells-llm/tensorflow/0.5.0/tensorflow/python/training/optimizer.py,tensorflow.python.training.optimizer.Optimizer,,Medium
Structural,High Number of Methods (NOM),Class 'tensorflow.python.ops.variables.Variable' has 15 methods (excluding special methods and properties),/Users/polguillou/Desktop/DMU-Work/architectural-smells-llm/tensorflow/0.5.0/tensorflow/python/ops/variables.py,tensorflow.python.ops.variables.Variable,,Medium
Structural,High Number of Methods (NOM),Class 'tensorflow.python.ops.control_flow_ops.WhileContext' has 11 methods (excluding special methods and properties),/Users/polguillou/Desktop/DMU-Work/architectural-smells-llm/tensorflow/0.5.0/tensorflow/python/ops/control_flow_ops.py,tensorflow.python.ops.control_flow_ops.WhileContext,,Medium
Structural,High Number of Methods (NOM),Class 'tensorflow.python.ops.gradients_test.GradientsTest' has 16 methods (excluding special methods and properties),/Users/polguillou/Desktop/DMU-Work/architectural-smells-llm/tensorflow/0.5.0/tensorflow/python/ops/gradients_test.py,tensorflow.python.ops.gradients_test.GradientsTest,,High
Structural,High Number of Methods (NOM),Class 'tensorflow.python.ops.op_def_library_test.OpDefLibraryTest' has 50 methods (excluding special methods and properties),/Users/polguillou/Desktop/DMU-Work/architectural-smells-llm/tensorflow/0.5.0/tensorflow/python/ops/op_def_library_test.py,tensorflow.python.ops.op_def_library_test.OpDefLibraryTest,,High
Structural,High Number of Methods (NOM),Class 'tensorflow.python.client.session_test.SessionTest' has 35 methods (excluding special methods and properties),/Users/polguillou/Desktop/DMU-Work/architectural-smells-llm/tensorflow/0.5.0/tensorflow/python/client/session_test.py,tensorflow.python.client.session_test.SessionTest,,High
Structural,High Number of Methods (NOM),Class 'tensorflow.python.summary.event_accumulator_test.MockingEventAccumulatorTest' has 13 methods (excluding special methods and properties),/Users/polguillou/Desktop/DMU-Work/architectural-smells-llm/tensorflow/0.5.0/tensorflow/python/summary/event_accumulator_test.py,tensorflow.python.summary.event_accumulator_test.MockingEventAccumulatorTest,,Medium
Structural,High Number of Methods (NOM),Class 'tensorflow.python.summary.event_multiplexer_test.EventMultiplexerTest' has 15 methods (excluding special methods and properties),/Users/polguillou/Desktop/DMU-Work/architectural-smells-llm/tensorflow/0.5.0/tensorflow/python/summary/event_multiplexer_test.py,tensorflow.python.summary.event_multiplexer_test.EventMultiplexerTest,,Medium
Structural,High Number of Methods (NOM),Class 'tensorflow.python.summary.event_accumulator.EventAccumulator' has 15 methods (excluding special methods and properties),/Users/polguillou/Desktop/DMU-Work/architectural-smells-llm/tensorflow/0.5.0/tensorflow/python/summary/event_accumulator.py,tensorflow.python.summary.event_accumulator.EventAccumulator,,Medium
Structural,High Number of Methods (NOM),Class 'tensorflow.python.summary.event_multiplexer.EventMultiplexer' has 11 methods (excluding special methods and properties),/Users/polguillou/Desktop/DMU-Work/architectural-smells-llm/tensorflow/0.5.0/tensorflow/python/summary/event_multiplexer.py,tensorflow.python.summary.event_multiplexer.EventMultiplexer,,Medium
Structural,High Number of Methods (NOM),Class 'tensorflow.python.summary.impl.directory_watcher_test.DirectoryWatcherTest' has 13 methods (excluding special methods and properties),/Users/polguillou/Desktop/DMU-Work/architectural-smells-llm/tensorflow/0.5.0/tensorflow/python/summary/impl/directory_watcher_test.py,tensorflow.python.summary.impl.directory_watcher_test.DirectoryWatcherTest,,Medium
Structural,High Number of Methods (NOM),Class 'tensorflow.models.rnn.rnn_test.LSTMTest' has 19 methods (excluding special methods and properties),/Users/polguillou/Desktop/DMU-Work/architectural-smells-llm/tensorflow/0.5.0/tensorflow/models/rnn/rnn_test.py,tensorflow.models.rnn.rnn_test.LSTMTest,,High
Structural,High Number of Methods (NOM),Class 'tensorflow.tensorboard.tensorboard_handler.TensorboardHandler' has 16 methods (excluding special methods and properties),/Users/polguillou/Desktop/DMU-Work/architectural-smells-llm/tensorflow/0.5.0/tensorflow/tensorboard/tensorboard_handler.py,tensorflow.tensorboard.tensorboard_handler.TensorboardHandler,,High
Structural,High Lack of Cohesion of Methods (LCOM),"Class 'tensorflow.python.framework.ops.Tensor' has LCOM of 14 (non-cohesive: 18, cohesive: 4)",/Users/polguillou/Desktop/DMU-Work/architectural-smells-llm/tensorflow/0.5.0/tensorflow/python/framework/ops.py,tensorflow.python.framework.ops.Tensor,,Medium
Structural,High Lack of Cohesion of Methods (LCOM),"Class 'tensorflow.python.framework.ops.Operation' has LCOM of 11 (non-cohesive: 16, cohesive: 5)",/Users/polguillou/Desktop/DMU-Work/architectural-smells-llm/tensorflow/0.5.0/tensorflow/python/framework/ops.py,tensorflow.python.framework.ops.Operation,,Medium
Structural,High Lack of Cohesion of Methods (LCOM),"Class 'tensorflow.python.framework.ops.Graph' has LCOM of 294 (non-cohesive: 351, cohesive: 57)",/Users/polguillou/Desktop/DMU-Work/architectural-smells-llm/tensorflow/0.5.0/tensorflow/python/framework/ops.py,tensorflow.python.framework.ops.Graph,,High
Structural,High Lack of Cohesion of Methods (LCOM),"Class 'tensorflow.python.kernel_tests.constant_op_test.ConstantTest' has LCOM of 61 (non-cohesive: 134, cohesive: 73)",/Users/polguillou/Desktop/DMU-Work/architectural-smells-llm/tensorflow/0.5.0/tensorflow/python/kernel_tests/constant_op_test.py,tensorflow.python.kernel_tests.constant_op_test.ConstantTest,,High
Structural,High Lack of Cohesion of Methods (LCOM),"Class 'tensorflow.python.kernel_tests.sparse_concat_op_test.SparseConcatTest' has LCOM of 36 (non-cohesive: 64, cohesive: 28)",/Users/polguillou/Desktop/DMU-Work/architectural-smells-llm/tensorflow/0.5.0/tensorflow/python/kernel_tests/sparse_concat_op_test.py,tensorflow.python.kernel_tests.sparse_concat_op_test.SparseConcatTest,,High
Structural,High Lack of Cohesion of Methods (LCOM),"Class 'tensorflow.python.training.optimizer.Optimizer' has LCOM of 33 (non-cohesive: 44, cohesive: 11)",/Users/polguillou/Desktop/DMU-Work/architectural-smells-llm/tensorflow/0.5.0/tensorflow/python/training/optimizer.py,tensorflow.python.training.optimizer.Optimizer,,High
Structural,High Lack of Cohesion of Methods (LCOM),"Class 'tensorflow.python.summary.event_accumulator_test.MockingEventAccumulatorTest' has LCOM of 34 (non-cohesive: 56, cohesive: 22)",/Users/polguillou/Desktop/DMU-Work/architectural-smells-llm/tensorflow/0.5.0/tensorflow/python/summary/event_accumulator_test.py,tensorflow.python.summary.event_accumulator_test.MockingEventAccumulatorTest,,High
Structural,High Response for a Class (RFC),"Class 'tensorflow.python.framework.tensor_shape_test.ShapeTest' has RFC of 26 (methods: 9, external calls: 17)",/Users/polguillou/Desktop/DMU-Work/architectural-smells-llm/tensorflow/0.5.0/tensorflow/python/framework/tensor_shape_test.py,tensorflow.python.framework.tensor_shape_test.ShapeTest,,Medium
Structural,High Response for a Class (RFC),"Class 'tensorflow.python.framework.importer_test.ImportGraphDefTest' has RFC of 60 (methods: 30, external calls: 30)",/Users/polguillou/Desktop/DMU-Work/architectural-smells-llm/tensorflow/0.5.0/tensorflow/python/framework/importer_test.py,tensorflow.python.framework.importer_test.ImportGraphDefTest,,High
Structural,High Response for a Class (RFC),"Class 'tensorflow.python.framework.ops.Operation' has RFC of 33 (methods: 17, external calls: 16)",/Users/polguillou/Desktop/DMU-Work/architectural-smells-llm/tensorflow/0.5.0/tensorflow/python/framework/ops.py,tensorflow.python.framework.ops.Operation,,High
Structural,High Response for a Class (RFC),"Class 'tensorflow.python.framework.ops.Graph' has RFC of 47 (methods: 29, external calls: 18)",/Users/polguillou/Desktop/DMU-Work/architectural-smells-llm/tensorflow/0.5.0/tensorflow/python/framework/ops.py,tensorflow.python.framework.ops.Graph,,High
Structural,High Response for a Class (RFC),"Class 'tensorflow.python.framework.ops_test.OperationTest' has RFC of 22 (methods: 8, external calls: 14)",/Users/polguillou/Desktop/DMU-Work/architectural-smells-llm/tensorflow/0.5.0/tensorflow/python/framework/ops_test.py,tensorflow.python.framework.ops_test.OperationTest,,Medium
Structural,High Response for a Class (RFC),"Class 'tensorflow.python.framework.tensor_util_test.TensorUtilTest' has RFC of 42 (methods: 29, external calls: 13)",/Users/polguillou/Desktop/DMU-Work/architectural-smells-llm/tensorflow/0.5.0/tensorflow/python/framework/tensor_util_test.py,tensorflow.python.framework.tensor_util_test.TensorUtilTest,,High
Structural,High Response for a Class (RFC),"Class 'tensorflow.python.kernel_tests.parsing_ops_test.ParseExampleTest' has RFC of 26 (methods: 9, external calls: 17)",/Users/polguillou/Desktop/DMU-Work/architectural-smells-llm/tensorflow/0.5.0/tensorflow/python/kernel_tests/parsing_ops_test.py,tensorflow.python.kernel_tests.parsing_ops_test.ParseExampleTest,,Medium
Structural,High Response for a Class (RFC),"Class 'tensorflow.python.kernel_tests.batch_matmul_op_test.BatchMatmulOpTest' has RFC of 29 (methods: 9, external calls: 20)",/Users/polguillou/Desktop/DMU-Work/architectural-smells-llm/tensorflow/0.5.0/tensorflow/python/kernel_tests/batch_matmul_op_test.py,tensorflow.python.kernel_tests.batch_matmul_op_test.BatchMatmulOpTest,,Medium
Structural,High Response for a Class (RFC),"Class 'tensorflow.python.kernel_tests.reduction_ops_test.SumReductionTest' has RFC of 30 (methods: 15, external calls: 15)",/Users/polguillou/Desktop/DMU-Work/architectural-smells-llm/tensorflow/0.5.0/tensorflow/python/kernel_tests/reduction_ops_test.py,tensorflow.python.kernel_tests.reduction_ops_test.SumReductionTest,,Medium
Structural,High Response for a Class (RFC),"Class 'tensorflow.python.kernel_tests.variable_ops_test.VariableOpTest' has RFC of 48 (methods: 22, external calls: 26)",/Users/polguillou/Desktop/DMU-Work/architectural-smells-llm/tensorflow/0.5.0/tensorflow/python/kernel_tests/variable_ops_test.py,tensorflow.python.kernel_tests.variable_ops_test.VariableOpTest,,High
Structural,High Response for a Class (RFC),"Class 'tensorflow.python.kernel_tests.constant_op_test.ConstantTest' has RFC of 42 (methods: 20, external calls: 22)",/Users/polguillou/Desktop/DMU-Work/architectural-smells-llm/tensorflow/0.5.0/tensorflow/python/kernel_tests/constant_op_test.py,tensorflow.python.kernel_tests.constant_op_test.ConstantTest,,High
Structural,High Response for a Class (RFC),"Class 'tensorflow.python.kernel_tests.attention_ops_test.ExtractGlimpseTest' has RFC of 21 (methods: 11, external calls: 10)",/Users/polguillou/Desktop/DMU-Work/architectural-smells-llm/tensorflow/0.5.0/tensorflow/python/kernel_tests/attention_ops_test.py,tensorflow.python.kernel_tests.attention_ops_test.ExtractGlimpseTest,,Medium
Structural,High Response for a Class (RFC),"Class 'tensorflow.python.kernel_tests.cwise_ops_test.UnaryOpTest' has RFC of 22 (methods: 8, external calls: 14)",/Users/polguillou/Desktop/DMU-Work/architectural-smells-llm/tensorflow/0.5.0/tensorflow/python/kernel_tests/cwise_ops_test.py,tensorflow.python.kernel_tests.cwise_ops_test.UnaryOpTest,,Medium
Structural,High Response for a Class (RFC),"Class 'tensorflow.python.kernel_tests.cwise_ops_test.BinaryOpTest' has RFC of 97 (methods: 78, external calls: 19)",/Users/polguillou/Desktop/DMU-Work/architectural-smells-llm/tensorflow/0.5.0/tensorflow/python/kernel_tests/cwise_ops_test.py,tensorflow.python.kernel_tests.cwise_ops_test.BinaryOpTest,,High
Structural,High Response for a Class (RFC),"Class 'tensorflow.python.kernel_tests.cwise_ops_test.ComparisonOpTest' has RFC of 24 (methods: 12, external calls: 12)",/Users/polguillou/Desktop/DMU-Work/architectural-smells-llm/tensorflow/0.5.0/tensorflow/python/kernel_tests/cwise_ops_test.py,tensorflow.python.kernel_tests.cwise_ops_test.ComparisonOpTest,,Medium
Structural,High Response for a Class (RFC),"Class 'tensorflow.python.kernel_tests.cwise_ops_test.ComplexMakeRealImagTest' has RFC of 23 (methods: 5, external calls: 18)",/Users/polguillou/Desktop/DMU-Work/architectural-smells-llm/tensorflow/0.5.0/tensorflow/python/kernel_tests/cwise_ops_test.py,tensorflow.python.kernel_tests.cwise_ops_test.ComplexMakeRealImagTest,,Medium
Structural,High Response for a Class (RFC),"Class 'tensorflow.python.kernel_tests.fifo_queue_test.FIFOQueueTest' has RFC of 85 (methods: 49, external calls: 36)",/Users/polguillou/Desktop/DMU-Work/architectural-smells-llm/tensorflow/0.5.0/tensorflow/python/kernel_tests/fifo_queue_test.py,tensorflow.python.kernel_tests.fifo_queue_test.FIFOQueueTest,,High
Structural,High Response for a Class (RFC),"Class 'tensorflow.python.kernel_tests.random_shuffle_queue_test.RandomShuffleQueueTest' has RFC of 78 (methods: 46, external calls: 32)",/Users/polguillou/Desktop/DMU-Work/architectural-smells-llm/tensorflow/0.5.0/tensorflow/python/kernel_tests/random_shuffle_queue_test.py,tensorflow.python.kernel_tests.random_shuffle_queue_test.RandomShuffleQueueTest,,High
Structural,High Response for a Class (RFC),"Class 'tensorflow.python.kernel_tests.determinant_op_test.DeterminantOpTest' has RFC of 23 (methods: 7, external calls: 16)",/Users/polguillou/Desktop/DMU-Work/architectural-smells-llm/tensorflow/0.5.0/tensorflow/python/kernel_tests/determinant_op_test.py,tensorflow.python.kernel_tests.determinant_op_test.DeterminantOpTest,,Medium
Structural,High Response for a Class (RFC),"Class 'tensorflow.python.kernel_tests.gather_op_test.GatherTest' has RFC of 22 (methods: 5, external calls: 17)",/Users/polguillou/Desktop/DMU-Work/architectural-smells-llm/tensorflow/0.5.0/tensorflow/python/kernel_tests/gather_op_test.py,tensorflow.python.kernel_tests.gather_op_test.GatherTest,,Medium
Structural,High Response for a Class (RFC),"Class 'tensorflow.python.kernel_tests.lookup_table_op_test.HashTableOpTest' has RFC of 24 (methods: 11, external calls: 13)",/Users/polguillou/Desktop/DMU-Work/architectural-smells-llm/tensorflow/0.5.0/tensorflow/python/kernel_tests/lookup_table_op_test.py,tensorflow.python.kernel_tests.lookup_table_op_test.HashTableOpTest,,Medium
Structural,High Response for a Class (RFC),"Class 'tensorflow.python.kernel_tests.slice_op_test.SliceTest' has RFC of 35 (methods: 14, external calls: 21)",/Users/polguillou/Desktop/DMU-Work/architectural-smells-llm/tensorflow/0.5.0/tensorflow/python/kernel_tests/slice_op_test.py,tensorflow.python.kernel_tests.slice_op_test.SliceTest,,High
Structural,High Response for a Class (RFC),"Class 'tensorflow.python.kernel_tests.concat_op_test.ConcatOpTest' has RFC of 39 (methods: 17, external calls: 22)",/Users/polguillou/Desktop/DMU-Work/architectural-smells-llm/tensorflow/0.5.0/tensorflow/python/kernel_tests/concat_op_test.py,tensorflow.python.kernel_tests.concat_op_test.ConcatOpTest,,High
Structural,High Response for a Class (RFC),"Class 'tensorflow.python.kernel_tests.decode_csv_op_test.DecodeCSVOpTest' has RFC of 21 (methods: 14, external calls: 7)",/Users/polguillou/Desktop/DMU-Work/architectural-smells-llm/tensorflow/0.5.0/tensorflow/python/kernel_tests/decode_csv_op_test.py,tensorflow.python.kernel_tests.decode_csv_op_test.DecodeCSVOpTest,,Medium
Structural,High Response for a Class (RFC),"Class 'tensorflow.python.kernel_tests.transpose_op_test.TransposeTest' has RFC of 40 (methods: 17, external calls: 23)",/Users/polguillou/Desktop/DMU-Work/architectural-smells-llm/tensorflow/0.5.0/tensorflow/python/kernel_tests/transpose_op_test.py,tensorflow.python.kernel_tests.transpose_op_test.TransposeTest,,High
Structural,High Response for a Class (RFC),"Class 'tensorflow.python.kernel_tests.clip_ops_test.ClipTest' has RFC of 23 (methods: 13, external calls: 10)",/Users/polguillou/Desktop/DMU-Work/architectural-smells-llm/tensorflow/0.5.0/tensorflow/python/kernel_tests/clip_ops_test.py,tensorflow.python.kernel_tests.clip_ops_test.ClipTest,,Medium
Structural,High Response for a Class (RFC),"Class 'tensorflow.python.kernel_tests.cholesky_op_test.CholeskyOpTest' has RFC of 28 (methods: 7, external calls: 21)",/Users/polguillou/Desktop/DMU-Work/architectural-smells-llm/tensorflow/0.5.0/tensorflow/python/kernel_tests/cholesky_op_test.py,tensorflow.python.kernel_tests.cholesky_op_test.CholeskyOpTest,,Medium
Structural,High Response for a Class (RFC),"Class 'tensorflow.python.kernel_tests.sparse_concat_op_test.SparseConcatTest' has RFC of 21 (methods: 8, external calls: 13)",/Users/polguillou/Desktop/DMU-Work/architectural-smells-llm/tensorflow/0.5.0/tensorflow/python/kernel_tests/sparse_concat_op_test.py,tensorflow.python.kernel_tests.sparse_concat_op_test.SparseConcatTest,,Medium
Structural,High Response for a Class (RFC),"Class 'tensorflow.python.kernel_tests.matrix_inverse_op_test.InverseOpTest' has RFC of 24 (methods: 6, external calls: 18)",/Users/polguillou/Desktop/DMU-Work/architectural-smells-llm/tensorflow/0.5.0/tensorflow/python/kernel_tests/matrix_inverse_op_test.py,tensorflow.python.kernel_tests.matrix_inverse_op_test.InverseOpTest,,Medium
Structural,High Response for a Class (RFC),"Class 'tensorflow.python.kernel_tests.dense_update_ops_test.AssignOpTest' has RFC of 29 (methods: 7, external calls: 22)",/Users/polguillou/Desktop/DMU-Work/architectural-smells-llm/tensorflow/0.5.0/tensorflow/python/kernel_tests/dense_update_ops_test.py,tensorflow.python.kernel_tests.dense_update_ops_test.AssignOpTest,,Medium
Structural,High Response for a Class (RFC),"Class 'tensorflow.python.kernel_tests.pad_op_test.PadOpTest' has RFC of 35 (methods: 13, external calls: 22)",/Users/polguillou/Desktop/DMU-Work/architectural-smells-llm/tensorflow/0.5.0/tensorflow/python/kernel_tests/pad_op_test.py,tensorflow.python.kernel_tests.pad_op_test.PadOpTest,,High
Structural,High Response for a Class (RFC),"Class 'tensorflow.python.kernel_tests.candidate_sampler_ops_test.RangeSamplerOpsTest' has RFC of 22 (methods: 6, external calls: 16)",/Users/polguillou/Desktop/DMU-Work/architectural-smells-llm/tensorflow/0.5.0/tensorflow/python/kernel_tests/candidate_sampler_ops_test.py,tensorflow.python.kernel_tests.candidate_sampler_ops_test.RangeSamplerOpsTest,,Medium
Structural,High Response for a Class (RFC),"Class 'tensorflow.python.kernel_tests.sparse_to_dense_op_py_test.SparseToDenseTest' has RFC of 27 (methods: 13, external calls: 14)",/Users/polguillou/Desktop/DMU-Work/architectural-smells-llm/tensorflow/0.5.0/tensorflow/python/kernel_tests/sparse_to_dense_op_py_test.py,tensorflow.python.kernel_tests.sparse_to_dense_op_py_test.SparseToDenseTest,,Medium
Structural,High Response for a Class (RFC),"Class 'tensorflow.python.kernel_tests.reader_ops_test.IdentityReaderTest' has RFC of 23 (methods: 4, external calls: 19)",/Users/polguillou/Desktop/DMU-Work/architectural-smells-llm/tensorflow/0.5.0/tensorflow/python/kernel_tests/reader_ops_test.py,tensorflow.python.kernel_tests.reader_ops_test.IdentityReaderTest,,Medium
